unique_id,filename,source,corpus,date,word_count,path
BBG_0050,BBG_0050-2025-02-14.txt,BBG,MEDIA,2025-02-14,565,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0050-2025-02-14.txt
BBG_0067,BBG_0067-2025-11-13.txt,BBG,MEDIA,2025-11-13,3059,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0067-2025-11-13.txt
BBG_0082,BBG_0082-2023-01-13.txt,BBG,MEDIA,2023-01-13,345,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0082-2023-01-13.txt
BBG_0025,BBG_0025-2025-11-20.txt,BBG,MEDIA,2025-11-20,502,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0025-2025-11-20.txt
BBG_0002,BBG_0002-2024-12-19.txt,BBG,MEDIA,2024-12-19,326,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0002-2024-12-19.txt
BBG_0011,BBG_0011-2023-03-13.txt,BBG,MEDIA,2023-03-13,467,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0011-2023-03-13.txt
BBG_0041,BBG_0041-2023-06-13.txt,BBG,MEDIA,2023-06-13,206,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0041-2023-06-13.txt
BBG_0012,BBG_0012-2024-04-08.txt,BBG,MEDIA,2024-04-08,353,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0012-2024-04-08.txt
BBG_0073,BBG_0073-2022-07-13.txt,BBG,MEDIA,2022-07-13,797,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0073-2022-07-13.txt
BBG_0035,BBG_0035-2023-10-12.txt,BBG,MEDIA,2023-10-12,523,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0035-2023-10-12.txt
BBG_0064,BBG_0064-2025-12-18.txt,BBG,MEDIA,2025-12-18,849,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0064-2025-12-18.txt
BBG_0054,BBG_0054-2025-11-25.txt,BBG,MEDIA,2025-11-25,488,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0054-2025-11-25.txt
BBG_0074,BBG_0074-2025-03-11.txt,BBG,MEDIA,2025-03-11,720,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0074-2025-03-11.txt
BBG_0005,BBG_0005-2022-07-13.txt,BBG,MEDIA,2022-07-13,761,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0005-2022-07-13.txt
BBG_0045,BBG_0045-2022-06-12.txt,BBG,MEDIA,2022-06-12,462,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0045-2022-06-12.txt
BBG_0024,BBG_0024-2023-04-11.txt,BBG,MEDIA,2023-04-11,444,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0024-2023-04-11.txt
BBG_0069,BBG_0069-2023-06-30.txt,BBG,MEDIA,2023-06-30,802,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0069-2023-06-30.txt
BBG_0004,BBG_0004-2024-05-14.txt,BBG,MEDIA,2024-05-14,410,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0004-2024-05-14.txt
BBG_0053,BBG_0053-2025-11-25.txt,BBG,MEDIA,2025-11-25,597,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0053-2025-11-25.txt
BBG_0052,BBG_0052-2025-08-14.txt,BBG,MEDIA,2025-08-14,462,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0052-2025-08-14.txt
BBG_0006,BBG_0006-2024-05-15.txt,BBG,MEDIA,2024-05-15,237,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0006-2024-05-15.txt
BBG_0051,BBG_0051-2025-11-18.txt,BBG,MEDIA,2025-11-18,1147,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0051-2025-11-18.txt
BBG_0040,BBG_0040-2024-08-13.txt,BBG,MEDIA,2024-08-13,294,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0040-2024-08-13.txt
BBG_0077,BBG_0077-2024-05-14.txt,BBG,MEDIA,2024-05-14,544,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0077-2024-05-14.txt
BBG_0007,BBG_0007-2024-09-10.txt,BBG,MEDIA,2024-09-10,355,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0007-2024-09-10.txt
BBG_0048,BBG_0048-2024-04-11.txt,BBG,MEDIA,2024-04-11,534,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0048-2024-04-11.txt
BBG_0060,BBG_0060-2024-03-11.txt,BBG,MEDIA,2024-03-11,297,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0060-2024-03-11.txt
BBG_0029,BBG_0029-2024-02-14.txt,BBG,MEDIA,2024-02-14,674,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0029-2024-02-14.txt
BBG_0008,BBG_0008-2022-12-26.txt,BBG,MEDIA,2022-12-26,243,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0008-2022-12-26.txt
BBG_0018,BBG_0018-2023-05-10.txt,BBG,MEDIA,2023-05-10,811,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0018-2023-05-10.txt
BBG_0080,BBG_0080-2025-03-04.txt,BBG,MEDIA,2025-03-04,793,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0080-2025-03-04.txt
BBG_0056,BBG_0056-2025-11-08.txt,BBG,MEDIA,2025-11-08,1975,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0056-2025-11-08.txt
BBG_0016,BBG_0016-2025-12-18.txt,BBG,MEDIA,2025-12-18,1032,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0016-2025-12-18.txt
BBG_0030,BBG_0030-2022-06-10.txt,BBG,MEDIA,2022-06-10,478,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0030-2022-06-10.txt
BBG_0063,BBG_0063-2022-09-13.txt,BBG,MEDIA,2022-09-13,387,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0063-2022-09-13.txt
BBG_0059,BBG_0059-2023-06-17.txt,BBG,MEDIA,2023-06-17,398,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0059-2023-06-17.txt
BBG_0072,BBG_0072-2024-03-29.txt,BBG,MEDIA,2024-03-29,1055,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0072-2024-03-29.txt
BBG_0037,BBG_0037-2022-06-06.txt,BBG,MEDIA,2022-06-06,579,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0037-2022-06-06.txt
BBG_0039,BBG_0039-2025-12-08.txt,BBG,MEDIA,2025-12-08,337,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0039-2025-12-08.txt
BBG_0033,BBG_0033-2022-09-13.txt,BBG,MEDIA,2022-09-13,858,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0033-2022-09-13.txt
BBG_0032,BBG_0032-2023-03-14.txt,BBG,MEDIA,2023-03-14,646,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0032-2023-03-14.txt
BBG_0013,BBG_0013-2023-01-23.txt,BBG,MEDIA,2023-01-23,348,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0013-2023-01-23.txt
BBG_0081,BBG_0081-2025-08-05.txt,BBG,MEDIA,2025-08-05,729,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0081-2025-08-05.txt
BBG_0070,BBG_0070-2023-08-10.txt,BBG,MEDIA,2023-08-10,240,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0070-2023-08-10.txt
BBG_0034,BBG_0034-2024-05-14.txt,BBG,MEDIA,2024-05-14,533,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0034-2024-05-14.txt
BBG_0079,BBG_0079-2022-12-13.txt,BBG,MEDIA,2022-12-13,298,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0079-2022-12-13.txt
BBG_0021,BBG_0021-2024-09-11.txt,BBG,MEDIA,2024-09-11,562,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0021-2024-09-11.txt
BBG_0027,BBG_0027-2023-11-13.txt,BBG,MEDIA,2023-11-13,513,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0027-2023-11-13.txt
BBG_0015,BBG_0015-2022-10-13.txt,BBG,MEDIA,2022-10-13,520,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0015-2022-10-13.txt
BBG_0049,BBG_0049-2025-05-12.txt,BBG,MEDIA,2025-05-12,784,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0049-2025-05-12.txt
BBG_0058,BBG_0058-2023-03-14.txt,BBG,MEDIA,2023-03-14,741,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0058-2023-03-14.txt
BBG_0062,BBG_0062-2025-11-25.txt,BBG,MEDIA,2025-11-25,472,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0062-2025-11-25.txt
BBG_0022,BBG_0022-2022-11-28.txt,BBG,MEDIA,2022-11-28,770,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0022-2022-11-28.txt
BBG_0023,BBG_0023-2023-05-10.txt,BBG,MEDIA,2023-05-10,707,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0023-2023-05-10.txt
BBG_0020,BBG_0020-2023-11-13.txt,BBG,MEDIA,2023-11-13,583,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0020-2023-11-13.txt
BBG_0042,BBG_0042-2023-01-11.txt,BBG,MEDIA,2023-01-11,423,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0042-2023-01-11.txt
BBG_0061,BBG_0061-2024-08-13.txt,BBG,MEDIA,2024-08-13,598,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0061-2024-08-13.txt
BBG_0071,BBG_0071-2025-08-28.txt,BBG,MEDIA,2025-08-28,711,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0071-2025-08-28.txt
BBG_0055,BBG_0055-2025-09-29.txt,BBG,MEDIA,2025-09-29,794,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0055-2025-09-29.txt
BBG_0019,BBG_0019-2025-02-15.txt,BBG,MEDIA,2025-02-15,985,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0019-2025-02-15.txt
BBG_0014,BBG_0014-2025-04-10.txt,BBG,MEDIA,2025-04-10,1212,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0014-2025-04-10.txt
BBG_0047,BBG_0047-2024-04-09.txt,BBG,MEDIA,2024-04-09,408,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0047-2024-04-09.txt
BBG_0038,BBG_0038-2024-07-11.txt,BBG,MEDIA,2024-07-11,1136,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0038-2024-07-11.txt
BBG_0010,BBG_0010-2024-12-11.txt,BBG,MEDIA,2024-12-11,455,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0010-2024-12-11.txt
BBG_0065,BBG_0065-2024-11-09.txt,BBG,MEDIA,2024-11-09,1724,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0065-2024-11-09.txt
BBG_0036,BBG_0036-2022-12-24.txt,BBG,MEDIA,2022-12-24,874,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0036-2022-12-24.txt
BBG_0075,BBG_0075-2025-08-13.txt,BBG,MEDIA,2025-08-13,1149,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0075-2025-08-13.txt
BBG_0026,BBG_0026-2022-11-10.txt,BBG,MEDIA,2022-11-10,523,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0026-2022-11-10.txt
BBG_0046,BBG_0046-2022-09-12.txt,BBG,MEDIA,2022-09-12,604,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0046-2022-09-12.txt
BBG_0017,BBG_0017-2022-10-13.txt,BBG,MEDIA,2022-10-13,317,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0017-2022-10-13.txt
BBG_0044,BBG_0044-2024-03-06.txt,BBG,MEDIA,2024-03-06,1044,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0044-2024-03-06.txt
BBG_0028,BBG_0028-2024-03-13.txt,BBG,MEDIA,2024-03-13,359,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0028-2024-03-13.txt
BBG_0057,BBG_0057-2023-07-28.txt,BBG,MEDIA,2023-07-28,639,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0057-2023-07-28.txt
BBG_0078,BBG_0078-2022-08-10.txt,BBG,MEDIA,2022-08-10,416,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0078-2022-08-10.txt
BBG_0001,BBG_0001-2025-10-28.txt,BBG,MEDIA,2025-10-28,786,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0001-2025-10-28.txt
BBG_0068,BBG_0068-2022-12-01.txt,BBG,MEDIA,2022-12-01,746,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0068-2022-12-01.txt
BBG_0031,BBG_0031-2022-12-09.txt,BBG,MEDIA,2022-12-09,540,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0031-2022-12-09.txt
BBG_0043,BBG_0043-2022-11-10.txt,BBG,MEDIA,2022-11-10,521,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0043-2022-11-10.txt
BBG_0003,BBG_0003-2025-11-21.txt,BBG,MEDIA,2025-11-21,249,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0003-2025-11-21.txt
BBG_0009,BBG_0009-2025-12-16.txt,BBG,MEDIA,2025-12-16,267,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0009-2025-12-16.txt
BBG_0076,BBG_0076-2024-04-17.txt,BBG,MEDIA,2024-04-17,1113,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0076-2024-04-17.txt
BBG_0066,BBG_0066-2025-11-18.txt,BBG,MEDIA,2025-11-18,1274,/Users/pranav/Documents/culture-as-data-final-project/Extracts/BBG/BBG_0066-2025-11-18.txt
FT_0198,FT_0198-2025-09-03.txt,FT,MEDIA,2025-09-03,837,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0198-2025-09-03.txt
FT_0306,FT_0306-2021-11-17.txt,FT,MEDIA,2021-11-17,1237,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0306-2021-11-17.txt
FT_0044,FT_0044-2023-05-24.txt,FT,MEDIA,2023-05-24,870,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0044-2023-05-24.txt
FT_0522,FT_0522-2025-12-13.txt,FT,MEDIA,2025-12-13,516,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0522-2025-12-13.txt
FT_0164,FT_0164-2021-10-04.txt,FT,MEDIA,2021-10-04,1041,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0164-2021-10-04.txt
FT_0034,FT_0034-2024-03-19.txt,FT,MEDIA,2024-03-19,1992,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0034-2024-03-19.txt
FT_0029,FT_0029-2024-04-11.txt,FT,MEDIA,2024-04-11,1543,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0029-2024-04-11.txt
FT_0094,FT_0094-2021-06-28.txt,FT,MEDIA,2021-06-28,680,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0094-2021-06-28.txt
FT_0489,FT_0489-2023-02-22.txt,FT,MEDIA,2023-02-22,1119,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0489-2023-02-22.txt
FT_0012,FT_0012-2022-08-30.txt,FT,MEDIA,2022-08-30,672,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0012-2022-08-30.txt
FT_0454,FT_0454-2025-06-12.txt,FT,MEDIA,2025-06-12,646,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0454-2025-06-12.txt
FT_0105,FT_0105-2022-04-21.txt,FT,MEDIA,2022-04-21,844,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0105-2022-04-21.txt
FT_0177,FT_0177-2024-07-01.txt,FT,MEDIA,2024-07-01,888,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0177-2024-07-01.txt
FT_0612,FT_0612-2025-04-11.txt,FT,MEDIA,2025-04-11,604,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0612-2025-04-11.txt
FT_0532,FT_0532-2022-02-16.txt,FT,MEDIA,2022-02-16,733,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0532-2022-02-16.txt
FT_0137,FT_0137-2025-12-16.txt,FT,MEDIA,2025-12-16,1575,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0137-2025-12-16.txt
FT_0461,FT_0461-2023-06-21.txt,FT,MEDIA,2023-06-21,1008,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0461-2023-06-21.txt
FT_0232,FT_0232-2024-05-16.txt,FT,MEDIA,2024-05-16,1092,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0232-2024-05-16.txt
FT_0419,FT_0419-2025-11-07.txt,FT,MEDIA,2025-11-07,1225,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0419-2025-11-07.txt
FT_0279,FT_0279-2025-06-06.txt,FT,MEDIA,2025-06-06,1643,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0279-2025-06-06.txt
FT_0331,FT_0331-2024-10-23.txt,FT,MEDIA,2024-10-23,879,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0331-2024-10-23.txt
FT_0128,FT_0128-2021-12-09.txt,FT,MEDIA,2021-12-09,929,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0128-2021-12-09.txt
FT_0234,FT_0234-2022-07-13.txt,FT,MEDIA,2022-07-13,1202,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0234-2022-07-13.txt
FT_0586,FT_0586-2023-03-15.txt,FT,MEDIA,2023-03-15,917,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0586-2023-03-15.txt
FT_0218,FT_0218-2021-06-25.txt,FT,MEDIA,2021-06-25,1189,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0218-2021-06-25.txt
FT_0269,FT_0269-2022-03-21.txt,FT,MEDIA,2022-03-21,1029,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0269-2022-03-21.txt
FT_0386,FT_0386-2024-08-14.txt,FT,MEDIA,2024-08-14,999,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0386-2024-08-14.txt
FT_0181,FT_0181-2022-07-15.txt,FT,MEDIA,2022-07-15,754,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0181-2022-07-15.txt
FT_0294,FT_0294-2024-02-14.txt,FT,MEDIA,2024-02-14,806,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0294-2024-02-14.txt
FT_0093,FT_0093-2024-08-22.txt,FT,MEDIA,2024-08-22,815,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0093-2024-08-22.txt
FT_0247,FT_0247-2024-06-18.txt,FT,MEDIA,2024-06-18,647,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0247-2024-06-18.txt
FT_0215,FT_0215-2021-10-19.txt,FT,MEDIA,2021-10-19,810,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0215-2021-10-19.txt
FT_0568,FT_0568-2024-11-04.txt,FT,MEDIA,2024-11-04,1394,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0568-2024-11-04.txt
FT_0321,FT_0321-2023-05-15.txt,FT,MEDIA,2023-05-15,638,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0321-2023-05-15.txt
FT_0102,FT_0102-2025-12-08.txt,FT,MEDIA,2025-12-08,834,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0102-2025-12-08.txt
FT_0578,FT_0578-2021-12-03.txt,FT,MEDIA,2021-12-03,698,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0578-2021-12-03.txt
FT_0144,FT_0144-2023-06-28.txt,FT,MEDIA,2023-06-28,850,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0144-2023-06-28.txt
FT_0113,FT_0113-2021-07-18.txt,FT,MEDIA,2021-07-18,265,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0113-2021-07-18.txt
FT_0147,FT_0147-2022-06-29.txt,FT,MEDIA,2022-06-29,822,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0147-2022-06-29.txt
FT_0135,FT_0135-2025-04-16.txt,FT,MEDIA,2025-04-16,618,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0135-2025-04-16.txt
FT_0286,FT_0286-2024-09-22.txt,FT,MEDIA,2024-09-22,925,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0286-2024-09-22.txt
FT_0122,FT_0122-2022-08-14.txt,FT,MEDIA,2022-08-14,946,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0122-2022-08-14.txt
FT_0146,FT_0146-2024-08-07.txt,FT,MEDIA,2024-08-07,725,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0146-2024-08-07.txt
FT_0356,FT_0356-2025-02-20.txt,FT,MEDIA,2025-02-20,498,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0356-2025-02-20.txt
FT_0163,FT_0163-2022-09-05.txt,FT,MEDIA,2022-09-05,926,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0163-2022-09-05.txt
FT_0071,FT_0071-2022-03-11.txt,FT,MEDIA,2022-03-11,948,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0071-2022-03-11.txt
FT_0442,FT_0442-2024-03-21.txt,FT,MEDIA,2024-03-21,1138,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0442-2024-03-21.txt
FT_0398,FT_0398-2022-12-14.txt,FT,MEDIA,2022-12-14,1611,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0398-2022-12-14.txt
FT_0179,FT_0179-2021-09-27.txt,FT,MEDIA,2021-09-27,698,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0179-2021-09-27.txt
FT_0086,FT_0086-2022-08-18.txt,FT,MEDIA,2022-08-18,1621,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0086-2022-08-18.txt
FT_0080,FT_0080-2022-03-16.txt,FT,MEDIA,2022-03-16,959,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0080-2022-03-16.txt
FT_0060,FT_0060-2022-10-31.txt,FT,MEDIA,2022-10-31,864,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0060-2022-10-31.txt
FT_0477,FT_0477-2024-08-21.txt,FT,MEDIA,2024-08-21,1647,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0477-2024-08-21.txt
FT_0273,FT_0273-2022-06-12.txt,FT,MEDIA,2022-06-12,1414,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0273-2022-06-12.txt
FT_0380,FT_0380-2022-04-01.txt,FT,MEDIA,2022-04-01,659,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0380-2022-04-01.txt
FT_0483,FT_0483-2023-03-07.txt,FT,MEDIA,2023-03-07,970,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0483-2023-03-07.txt
FT_0467,FT_0467-2023-03-01.txt,FT,MEDIA,2023-03-01,646,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0467-2023-03-01.txt
FT_0130,FT_0130-2022-11-23.txt,FT,MEDIA,2022-11-23,688,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0130-2022-11-23.txt
FT_0539,FT_0539-2025-02-12.txt,FT,MEDIA,2025-02-12,844,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0539-2025-02-12.txt
FT_0239,FT_0239-2024-04-22.txt,FT,MEDIA,2024-04-22,818,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0239-2024-04-22.txt
FT_0314,FT_0314-2023-09-08.txt,FT,MEDIA,2023-09-08,1031,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0314-2023-09-08.txt
FT_0487,FT_0487-2025-09-28.txt,FT,MEDIA,2025-09-28,968,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0487-2025-09-28.txt
FT_0126,FT_0126-2021-07-11.txt,FT,MEDIA,2021-07-11,710,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0126-2021-07-11.txt
FT_0195,FT_0195-2024-09-06.txt,FT,MEDIA,2024-09-06,990,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0195-2024-09-06.txt
FT_0156,FT_0156-2022-09-08.txt,FT,MEDIA,2022-09-08,842,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0156-2022-09-08.txt
FT_0528,FT_0528-2021-09-12.txt,FT,MEDIA,2021-09-12,967,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0528-2021-09-12.txt
FT_0277,FT_0277-2023-01-21.txt,FT,MEDIA,2023-01-21,823,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0277-2023-01-21.txt
FT_0045,FT_0045-2022-08-11.txt,FT,MEDIA,2022-08-11,676,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0045-2022-08-11.txt
FT_0573,FT_0573-2022-08-21.txt,FT,MEDIA,2022-08-21,1060,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0573-2022-08-21.txt
FT_0617,FT_0617-2024-11-19.txt,FT,MEDIA,2024-11-19,2047,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0617-2024-11-19.txt
FT_0212,FT_0212-2024-02-04.txt,FT,MEDIA,2024-02-04,1245,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0212-2024-02-04.txt
FT_0344,FT_0344-2023-05-14.txt,FT,MEDIA,2023-05-14,764,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0344-2023-05-14.txt
FT_0460,FT_0460-2024-02-22.txt,FT,MEDIA,2024-02-22,1382,/Users/pranav/Documents/culture-as-data-final-project/Extracts/FT/FT_0460-2024-02-22.txt
