month_year,FED,MEDIA
2021-01,8.116224332440549,
2021-02,12.424734779699895,
2021-03,20.614621110899026,
2021-04,4.504504504504505,
2021-05,9.113241936762027,
2021-06,13.472045505575931,12.748597654258031
2021-07,0.0,8.57449088960343
2021-08,6.873377119291279,13.184881336067976
2021-09,9.126863401277761,16.875
2021-10,13.898776229702701,24.72504049791116
2021-11,17.682321990770692,17.380389127601024
2021-12,31.465260651415935,5.860683188211655
2022-01,,15.85014409221902
2022-02,7.60291082871728,10.658455708195168
2022-03,6.538511834706421,14.15929203539823
2022-04,2.6123301985370952,6.156469028225042
2022-05,10.421601136901943,9.737098344693282
2022-06,11.409013120365088,8.409923709977773
2022-07,2.5926886180969664,15.77442571231391
2022-08,3.9556962025316453,4.431641923332594
2022-09,11.419672982091877,13.714599190838648
2022-10,9.612952188211485,16.050559261674273
2022-11,6.588483331137172,6.929268162677896
2022-12,34.57059679767104,7.26157818299177
2023-01,2.9733145023414855,11.635069468208883
2023-02,3.667033370003667,5.233166647284568
2023-03,6.175017642907552,11.8514616802739
2023-04,7.8749697116549555,11.84522242695446
2023-05,10.91949695007154,11.75932579865421
2023-06,14.713094654242276,9.679439731253202
2023-07,17.167381974248926,3.1126789790412945
2023-08,5.535055350553505,9.857396333048564
2023-09,2.981514609421586,10.372248472974531
2023-10,10.060592203041043,0.0
2023-11,7.587067720698011,9.124087591240876
2023-12,7.930214115781126,
2024-01,,1.3704262025489926
2024-02,,8.763060330299966
2024-03,,5.14105777263672
2024-04,,10.428100987925356
2024-05,,7.969104395267578
2024-06,,3.1692372702302976
2024-07,,1.4001680201624196
2024-08,,12.435793457691267
2024-09,,10.428888019814886
2024-10,,3.6893562073418185
2024-11,,2.2546219750488503
2024-12,,0.0
2025-01,,11.517420097898071
2025-02,,17.030500077411364
2025-03,,5.8167716917111
2025-04,,11.750881316098708
2025-05,,6.7674261222648315
2025-06,,3.7654146662901256
2025-07,,0.0
2025-08,,5.782575173477255
2025-09,,4.799451491258142
2025-10,,12.722646310432571
2025-11,,3.054181174027243
2025-12,,2.372479240806643
