month_year,FED,MEDIA
2021-01,51.94383572761951,
2021-02,31.061836949249738,
2021-03,20.614621110899026,
2021-04,65.31531531531532,
2021-05,18.62271178381805,
2021-06,21.704962203427886,2.5497195308516063
2021-07,12.566760917373546,3.5727045373347623
2021-08,7.637085688101421,2.929973630237328
2021-09,5.070479667376534,0.625
2021-10,18.983694362520765,0.0
2021-11,16.388493552421615,3.3795201081446433
2021-12,44.22144740198996,0.8372404554588078
2022-01,,1.440922190201729
2022-02,6.516780710329098,0.0
2022-03,3.9231071008238523,0.0
2022-04,2.6123301985370952,3.7885963250615644
2022-05,12.316437707247749,0.0
2022-06,5.704506560182544,1.2014176728539678
2022-07,9.074410163339383,0.0
2022-08,7.911392405063291,0.0
2022-09,19.724889696340515,1.3714599190838648
2022-10,7.083227928155831,0.501579976927321
2022-11,4.61193833179602,1.0660412557965995
2022-12,7.27802037845706,1.6136840406648378
2023-01,19.326544265219653,0.6844158510711108
2023-02,15.075581632237299,1.1629259216187928
2023-03,9.703599153140438,2.194715125976648
2023-04,10.90380421613763,2.632271650434325
2023-05,21.462459522554408,1.3065917554060233
2023-06,32.368808239333006,0.0
2023-07,19.074868860276585,0.0
2023-08,7.380073800738007,0.0
2023-09,3.975352812562115,0.5762360262763628
2023-10,19.8925345832857,0.0
2023-11,13.950414841283438,0.0
2023-12,5.286809410520751,
2024-01,,0.0
2024-02,,2.0222446916076846
2024-03,,1.28526444315918
2024-04,,2.195389681668496
2024-05,,0.6130080304051984
2024-06,,3.1692372702302976
2024-07,,1.4001680201624196
2024-08,,4.325493376588267
2024-09,,4.562638508669013
2024-10,,1.8446781036709092
2024-11,,0.0
2024-12,,1.7642907551164433
2025-01,,2.879355024474518
2025-02,,0.0
2025-03,,0.9694619486185168
2025-04,,5.0360919926137315
2025-05,,2.2558087074216107
2025-06,,7.530829332580251
2025-07,,0.0
2025-08,,3.2125417630429194
2025-09,,10.97017483716147
2025-10,,25.445292620865143
2025-11,,2.4433449392217943
2025-12,,0.0
