month_year,FED,MEDIA
2021-01,0.7166666666666667,0.0
2021-02,0.6551724137931034,0.0
2021-03,1.037037037037037,0.0
2021-04,0.9166666666666666,0.0
2021-05,0.8285714285714286,0.0
2021-06,0.6774193548387096,0.4782608695652174
2021-07,0.5384615384615384,0.6833333333333333
2021-08,0.7857142857142857,0.3695652173913043
2021-09,0.9333333333333333,0.48
2021-10,0.8131868131868132,0.41818181818181815
2021-11,0.8108108108108109,0.3488372093023256
2021-12,0.6923076923076923,0.3466666666666667
2022-01,0.0,0.2727272727272727
2022-02,0.78125,0.23214285714285715
2022-03,0.875,0.6428571428571429
2022-04,0.4074074074074074,0.8043478260869565
2022-05,0.6388888888888888,0.36065573770491804
2022-06,0.4444444444444444,0.3076923076923077
2022-07,0.8,0.4748201438848921
2022-08,0.38636363636363635,0.5227272727272727
2022-09,0.36,0.3764705882352941
2022-10,0.4782608695652174,0.49504950495049505
2022-11,0.4946236559139785,0.358695652173913
2022-12,0.0,0.4076923076923077
2023-01,0.4864864864864865,0.711864406779661
2023-02,0.37572254335260113,0.36036036036036034
2023-03,0.6557377049180327,0.25925925925925924
2023-04,0.21052631578947367,0.28205128205128205
2023-05,0.3269230769230769,0.23684210526315788
2023-06,0.14285714285714285,0.4342105263157895
2023-07,0.5714285714285714,0.17073170731707318
2023-08,0.3,0.22727272727272727
2023-09,0.375,0.47368421052631576
2023-10,0.3188405797101449,0.0
2023-11,0.3229166666666667,0.75
2023-12,0.3,0.0
2024-01,0.0,0.17777777777777778
2024-02,0.0,0.2619047619047619
2024-03,0.0,0.35
2024-04,0.0,0.1440677966101695
2024-05,0.0,0.31683168316831684
2024-06,0.0,0.20833333333333334
2024-07,0.0,0.2830188679245283
2024-08,0.0,0.43333333333333335
2024-09,0.0,0.3137254901960784
2024-10,0.0,0.35714285714285715
2024-11,0.0,0.5901639344262295
2024-12,0.0,0.3235294117647059
2025-01,0.0,0.5625
2025-02,0.0,0.6956521739130435
2025-03,0.0,1.12
2025-04,0.0,0.7272727272727273
2025-05,0.0,0.13793103448275862
2025-06,0.0,0.6923076923076923
2025-07,0.0,0.125
2025-08,0.0,0.23404255319148937
2025-09,0.0,0.189873417721519
2025-10,0.0,0.125
2025-11,0.0,0.6296296296296297
2025-12,0.0,0.425
