,gerund_ratio,gerund_ratio,specificity_gap,specificity_gap,process_density,process_density,modal_ratio,modal_ratio
corpus,FED,MEDIA,FED,MEDIA,FED,MEDIA,FED,MEDIA
month_year,,,,,,,,
2023-04,0.6575641023878679,0.665901115440286,9.547619047619047,6.703703703703703,15.89468132582246,4.996557688083531,0.13569799976636535,0.07093588098712479
2023-05,0.637801194956922,0.5143478958353916,14.787878787878787,11.06140350877193,19.04571853528897,10.150916057808743,0.10053806408205362,0.10165889769643216
2023-06,0.6050524475524476,0.5779843908060245,11.5,8.428571428571429,28.692391729724186,5.432200997287667,0.08376886115072095,0.0675575680037945
2023-07,0.5288420252997325,0.49619076262372713,9.741666666666667,9.257575757575758,26.548574425728123,2.22065355895837,0.10588433949089064,0.06563695219246622
2023-08,0.8021832316187155,0.675135837592186,8.3,8.366666666666667,14.297737356036015,5.065807061176252,0.04430928284230658,0.08144894096697967
2023-09,0.572288583476191,0.4550725790416049,7.071428571428571,8.8125,6.3217861161385205,3.7092792396667496,0.07942542485890476,0.06573170865148091
2023-10,0.6811549900693559,0.5634249471458774,9.410185185185185,5.5,20.608409466859975,10.1010101010101,0.09626986381659543,0.04925156929019797
2023-11,0.6841794531797559,0.5261904761904762,17.13888888888889,6.0,17.24412796183984,0.0,0.09146067782048954,0.05901875901875901
2023-12,0.7068023365366497,,12.833333333333334,,6.063373023284523,,0.0962293746934545,
2024-01,,0.5545160721631309,,10.571428571428571,,4.985041462594374,,0.07929317362571484
2024-02,,0.5119280632987913,,10.141025641025642,,4.518677084055745,,0.07201378721232986
2024-03,,0.5553992276454734,,9.435185185185185,,1.294473028886453,,0.06492881075934814
2024-04,,0.4963783255777227,,8.725,,2.6146383880448476,,0.07891939876891063
2024-05,,0.6153509664994915,,11.38888888888889,,1.364308932276616,,0.09118947532084083
2024-06,,0.5080325788437531,,10.136363636363637,,1.6913319238900635,,0.08370252065045451
2024-07,,0.6011252885909355,,11.5,,8.64250101395098,,0.10574069346720082
2024-08,,0.6268573941460666,,10.777777777777779,,5.016485234461076,,0.08030332838815138
2024-09,,0.4459472428292727,,9.527777777777777,,2.5541021628961915,,0.07615263932910617
2024-10,,0.6687538746768666,,8.416666666666668,,1.1825922421948911,,0.056449930219156445
2024-11,,0.4941269253330413,,10.212121212121213,,3.2691816856433404,,0.07505060871747089
2024-12,,0.4710140920135705,,10.90625,,3.755025542840373,,0.06402597421138287
2025-01,,0.5017641672053437,,4.875,,2.4437927663734116,,0.07278482174163116
2025-02,,0.45558695419806533,,8.777777777777779,,0.8853474988933157,,0.05625879159166786
2025-03,,0.5775625008099878,,13.454545454545455,,6.22341534263174,,0.0692875635231284
2025-04,,0.5171968409368053,,8.375,,8.718459918202706,,0.11084730744724161
2025-05,,0.4913553639846743,,15.2,,12.025116733651643,,0.0824186076722235
2025-06,,0.6399397416298057,,13.0,,10.552739231436862,,0.09616917234351435
2025-07,,0.8738095238095238,,5.5,,0.0,,0.0693313759508875
2025-08,,0.6663035257467933,,9.966666666666667,,5.862067047577873,,0.08235310881265455
2025-09,,0.8128954552713489,,8.535714285714286,,7.215341660086383,,0.07354491913415198
2025-10,,0.875,,5.75,,0.0,,0.07
2025-11,,0.5862480579399545,,14.536666666666667,,4.159423013527074,,0.06269082291211521
2025-12,,0.6181573269119727,,11.090909090909092,,0.8227067050596463,,0.07928362545194294
